raceId,year,round,nameRace,date,time,circuitRef,nameCircuit,location,country,lat,lng,alt
276,1993,4,San Marino Grand Prix,1993-04-25,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
277,1993,5,Spanish Grand Prix,1993-05-09,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
278,1993,6,Monaco Grand Prix,1993-05-23,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
279,1993,7,Canadian Grand Prix,1993-06-13,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
280,1993,8,French Grand Prix,1993-07-04,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
281,1993,9,British Grand Prix,1993-07-11,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
282,1993,10,German Grand Prix,1993-07-25,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
283,1993,11,Hungarian Grand Prix,1993-08-15,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
284,1993,12,Belgian Grand Prix,1993-08-29,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
285,1993,13,Italian Grand Prix,1993-09-12,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
286,1993,14,Portuguese Grand Prix,1993-09-26,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
287,1993,15,Japanese Grand Prix,1993-10-24,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
288,1993,16,Australian Grand Prix,1993-11-07,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
289,1992,1,South African Grand Prix,1992-03-01,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
290,1992,2,Mexican Grand Prix,1992-03-22,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
291,1992,3,Brazilian Grand Prix,1992-04-05,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
292,1992,4,Spanish Grand Prix,1992-05-03,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
293,1992,5,San Marino Grand Prix,1992-05-17,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
294,1992,6,Monaco Grand Prix,1992-05-31,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
295,1992,7,Canadian Grand Prix,1992-06-14,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
296,1992,8,French Grand Prix,1992-07-05,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
297,1992,9,British Grand Prix,1992-07-12,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
298,1992,10,German Grand Prix,1992-07-26,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
299,1992,11,Hungarian Grand Prix,1992-08-16,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
300,1992,12,Belgian Grand Prix,1992-08-30,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
301,1992,13,Italian Grand Prix,1992-09-13,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
302,1992,14,Portuguese Grand Prix,1992-09-27,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
303,1992,15,Japanese Grand Prix,1992-10-25,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
304,1992,16,Australian Grand Prix,1992-11-08,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
305,1991,1,United States Grand Prix,1991-03-10,,phoenix,Phoenix street circuit,Phoenix,USA,33.4479,-112.075,345.0
306,1991,2,Brazilian Grand Prix,1991-03-24,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
307,1991,3,San Marino Grand Prix,1991-04-28,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
308,1991,4,Monaco Grand Prix,1991-05-12,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
309,1991,5,Canadian Grand Prix,1991-06-02,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
310,1991,6,Mexican Grand Prix,1991-06-16,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
311,1991,7,French Grand Prix,1991-07-07,,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,228.0
312,1991,8,British Grand Prix,1991-07-14,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
313,1991,9,German Grand Prix,1991-07-28,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
314,1991,10,Hungarian Grand Prix,1991-08-11,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
315,1991,11,Belgian Grand Prix,1991-08-25,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
316,1991,12,Italian Grand Prix,1991-09-08,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
317,1991,13,Portuguese Grand Prix,1991-09-22,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
318,1991,14,Spanish Grand Prix,1991-09-29,,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
319,1991,15,Japanese Grand Prix,1991-10-20,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
320,1991,16,Australian Grand Prix,1991-11-03,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
321,1990,1,United States Grand Prix,1990-03-11,,phoenix,Phoenix street circuit,Phoenix,USA,33.4479,-112.075,345.0
322,1990,2,Brazilian Grand Prix,1990-03-25,,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
323,1990,3,San Marino Grand Prix,1990-05-13,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
324,1990,4,Monaco Grand Prix,1990-05-27,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
325,1990,5,Canadian Grand Prix,1990-06-10,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
326,1990,6,Mexican Grand Prix,1990-06-24,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
327,1990,7,French Grand Prix,1990-07-08,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
328,1990,8,British Grand Prix,1990-07-15,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
329,1990,9,German Grand Prix,1990-07-29,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
330,1990,10,Hungarian Grand Prix,1990-08-12,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
331,1990,11,Belgian Grand Prix,1990-08-26,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
332,1990,12,Italian Grand Prix,1990-09-09,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
333,1990,13,Portuguese Grand Prix,1990-09-23,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
334,1990,14,Spanish Grand Prix,1990-09-30,,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,37.0
335,1990,15,Japanese Grand Prix,1990-10-21,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
336,1990,16,Australian Grand Prix,1990-11-04,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
337,2010,1,Bahrain Grand Prix,2010-03-14,12:00:00,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7.0
338,2010,2,Australian Grand Prix,2010-03-28,06:00:00,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0
339,2010,3,Malaysian Grand Prix,2010-04-04,08:00:00,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18.0
340,2010,4,Chinese Grand Prix,2010-04-18,06:00:00,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5.0
341,2010,5,Spanish Grand Prix,2010-05-09,12:00:00,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109.0
342,2010,6,Monaco Grand Prix,2010-05-16,12:00:00,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
343,2010,7,Turkish Grand Prix,2010-05-30,11:00:00,istanbul,Istanbul Park,Istanbul,Turkey,40.9517,29.405,130.0
344,2010,8,Canadian Grand Prix,2010-06-13,16:00:00,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
345,2010,9,European Grand Prix,2010-06-27,12:00:00,valencia,Valencia Street Circuit,Valencia,Spain,39.4589,-0.331667,4.0
346,2010,10,British Grand Prix,2010-07-11,12:00:00,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
347,2010,11,German Grand Prix,2010-07-25,12:00:00,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
348,2010,12,Hungarian Grand Prix,2010-08-01,12:00:00,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
349,2010,13,Belgian Grand Prix,2010-08-29,12:00:00,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
350,2010,14,Italian Grand Prix,2010-09-12,12:00:00,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
351,2010,15,Singapore Grand Prix,2010-09-26,12:00:00,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,18.0
352,2010,16,Japanese Grand Prix,2010-10-10,06:00:00,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
353,2010,17,Korean Grand Prix,2010-10-24,05:00:00,yeongam,Korean International Circuit,Yeongam County,Korea,34.7333,126.417,0.0
354,2010,18,Brazilian Grand Prix,2010-11-07,16:00:00,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785.0
355,2010,19,Abu Dhabi Grand Prix,2010-11-14,13:00:00,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3.0
356,1989,1,Brazilian Grand Prix,1989-03-26,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
357,1989,2,San Marino Grand Prix,1989-04-23,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
358,1989,3,Monaco Grand Prix,1989-05-07,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
359,1989,4,Mexican Grand Prix,1989-05-28,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
360,1989,5,United States Grand Prix,1989-06-04,,phoenix,Phoenix street circuit,Phoenix,USA,33.4479,-112.075,345.0
361,1989,6,Canadian Grand Prix,1989-06-18,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
362,1989,7,French Grand Prix,1989-07-09,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
363,1989,8,British Grand Prix,1989-07-16,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
364,1989,9,German Grand Prix,1989-07-30,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
365,1989,10,Hungarian Grand Prix,1989-08-13,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
366,1989,11,Belgian Grand Prix,1989-08-27,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
367,1989,12,Italian Grand Prix,1989-09-10,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
368,1989,13,Portuguese Grand Prix,1989-09-24,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
369,1989,14,Spanish Grand Prix,1989-10-01,,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,37.0
370,1989,15,Japanese Grand Prix,1989-10-22,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
371,1989,16,Australian Grand Prix,1989-11-05,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
372,1988,1,Brazilian Grand Prix,1988-04-03,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
373,1988,2,San Marino Grand Prix,1988-05-01,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
374,1988,3,Monaco Grand Prix,1988-05-15,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
375,1988,4,Mexican Grand Prix,1988-05-29,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
376,1988,5,Canadian Grand Prix,1988-06-12,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
377,1988,6,Detroit Grand Prix,1988-06-19,,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,177.0
378,1988,7,French Grand Prix,1988-07-03,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
379,1988,8,British Grand Prix,1988-07-10,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
380,1988,9,German Grand Prix,1988-07-24,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
381,1988,10,Hungarian Grand Prix,1988-08-07,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
382,1988,11,Belgian Grand Prix,1988-08-28,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
383,1988,12,Italian Grand Prix,1988-09-11,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
384,1988,13,Portuguese Grand Prix,1988-09-25,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
385,1988,14,Spanish Grand Prix,1988-10-02,,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,37.0
386,1988,15,Japanese Grand Prix,1988-10-30,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
387,1988,16,Australian Grand Prix,1988-11-13,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
388,1987,1,Brazilian Grand Prix,1987-04-12,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
389,1987,2,San Marino Grand Prix,1987-05-03,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
390,1987,3,Belgian Grand Prix,1987-05-17,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
391,1987,4,Monaco Grand Prix,1987-05-31,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
392,1987,5,Detroit Grand Prix,1987-06-21,,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,177.0
393,1987,6,French Grand Prix,1987-07-05,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
394,1987,7,British Grand Prix,1987-07-12,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
395,1987,8,German Grand Prix,1987-07-26,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
396,1987,9,Hungarian Grand Prix,1987-08-09,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
397,1987,10,Austrian Grand Prix,1987-08-16,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
398,1987,11,Italian Grand Prix,1987-09-06,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
399,1987,12,Portuguese Grand Prix,1987-09-20,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
400,1987,13,Spanish Grand Prix,1987-09-27,,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,37.0
401,1987,14,Mexican Grand Prix,1987-10-18,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
402,1987,15,Japanese Grand Prix,1987-11-01,,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45.0
403,1987,16,Australian Grand Prix,1987-11-15,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
404,1986,1,Brazilian Grand Prix,1986-03-23,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
405,1986,2,Spanish Grand Prix,1986-04-13,,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417,37.0
406,1986,3,San Marino Grand Prix,1986-04-27,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
407,1986,4,Monaco Grand Prix,1986-05-11,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
408,1986,5,Belgian Grand Prix,1986-05-25,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
409,1986,6,Canadian Grand Prix,1986-06-15,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
410,1986,7,Detroit Grand Prix,1986-06-22,,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,177.0
411,1986,8,French Grand Prix,1986-07-06,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
412,1986,9,British Grand Prix,1986-07-13,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
413,1986,10,German Grand Prix,1986-07-27,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
414,1986,11,Hungarian Grand Prix,1986-08-10,,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264.0
415,1986,12,Austrian Grand Prix,1986-08-17,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
416,1986,13,Italian Grand Prix,1986-09-07,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
417,1986,14,Portuguese Grand Prix,1986-09-21,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
418,1986,15,Mexican Grand Prix,1986-10-12,,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227.0
419,1986,16,Australian Grand Prix,1986-10-26,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
420,1985,1,Brazilian Grand Prix,1985-04-07,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
421,1985,2,Portuguese Grand Prix,1985-04-21,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
422,1985,3,San Marino Grand Prix,1985-05-05,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
423,1985,4,Monaco Grand Prix,1985-05-19,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
424,1985,5,Canadian Grand Prix,1985-06-16,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
425,1985,6,Detroit Grand Prix,1985-06-23,,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,177.0
426,1985,7,French Grand Prix,1985-07-07,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
427,1985,8,British Grand Prix,1985-07-21,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
428,1985,9,German Grand Prix,1985-08-04,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
429,1985,10,Austrian Grand Prix,1985-08-18,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
430,1985,11,Dutch Grand Prix,1985-08-25,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
431,1985,12,Italian Grand Prix,1985-09-08,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
432,1985,13,Belgian Grand Prix,1985-09-15,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
433,1985,14,European Grand Prix,1985-10-06,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
434,1985,15,South African Grand Prix,1985-10-19,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
435,1985,16,Australian Grand Prix,1985-11-03,,adelaide,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617,58.0
436,1984,1,Brazilian Grand Prix,1984-03-25,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
437,1984,2,South African Grand Prix,1984-04-07,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
438,1984,3,Belgian Grand Prix,1984-04-29,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
439,1984,4,San Marino Grand Prix,1984-05-06,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
440,1984,5,French Grand Prix,1984-05-20,,dijon,Dijon-Prenois,Dijon,France,47.3625,4.89913,484.0
441,1984,6,Monaco Grand Prix,1984-06-03,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
442,1984,7,Canadian Grand Prix,1984-06-17,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
443,1984,8,Detroit Grand Prix,1984-06-24,,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,177.0
444,1984,9,Dallas Grand Prix,1984-07-08,,dallas,Fair Park,Dallas,USA,32.7774,-96.7587,139.0
445,1984,10,British Grand Prix,1984-07-22,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
446,1984,11,German Grand Prix,1984-08-05,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
447,1984,12,Austrian Grand Prix,1984-08-19,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
448,1984,13,Dutch Grand Prix,1984-08-26,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
449,1984,14,Italian Grand Prix,1984-09-09,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
450,1984,15,European Grand Prix,1984-10-07,,nurburgring,Nürburgring,Nürburg,Germany,50.3356,6.9475,578.0
451,1984,16,Portuguese Grand Prix,1984-10-21,,estoril,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417,130.0
452,1983,1,Brazilian Grand Prix,1983-03-13,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
453,1983,2,United States Grand Prix West,1983-03-27,,long_beach,Long Beach,California,USA,33.7651,-118.189,12.0
454,1983,3,French Grand Prix,1983-04-17,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
455,1983,4,San Marino Grand Prix,1983-05-01,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
456,1983,5,Monaco Grand Prix,1983-05-15,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
457,1983,6,Belgian Grand Prix,1983-05-22,,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401.0
458,1983,7,Detroit Grand Prix,1983-06-05,,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,177.0
459,1983,8,Canadian Grand Prix,1983-06-12,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
460,1983,9,British Grand Prix,1983-07-16,,silverstone,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,153.0
461,1983,10,German Grand Prix,1983-08-07,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
462,1983,11,Austrian Grand Prix,1983-08-14,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
463,1983,12,Dutch Grand Prix,1983-08-28,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
464,1983,13,Italian Grand Prix,1983-09-11,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
465,1983,14,European Grand Prix,1983-09-25,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
466,1983,15,South African Grand Prix,1983-10-15,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
467,1982,1,South African Grand Prix,1982-01-23,,kyalami,Kyalami,Midrand,South Africa,-25.9894,28.0767,1460.0
468,1982,2,Brazilian Grand Prix,1982-03-21,,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395,1126.0
469,1982,3,United States Grand Prix West,1982-04-04,,long_beach,Long Beach,California,USA,33.7651,-118.189,12.0
470,1982,4,San Marino Grand Prix,1982-04-25,,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,37.0
471,1982,5,Belgian Grand Prix,1982-05-09,,zolder,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694,36.0
472,1982,6,Monaco Grand Prix,1982-05-23,,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0
473,1982,7,Detroit Grand Prix,1982-06-06,,detroit,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401,177.0
474,1982,8,Canadian Grand Prix,1982-06-13,,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13.0
475,1982,9,Dutch Grand Prix,1982-07-03,,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0
476,1982,10,British Grand Prix,1982-07-18,,brands_hatch,Brands Hatch,Kent,UK,51.3569,0.263056,145.0
477,1982,11,French Grand Prix,1982-07-25,,ricard,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,432.0
478,1982,12,German Grand Prix,1982-08-08,,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103.0
479,1982,13,Austrian Grand Prix,1982-08-15,,red_bull_ring,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,678.0
480,1982,14,Swiss Grand Prix,1982-08-29,,dijon,Dijon-Prenois,Dijon,France,47.3625,4.89913,484.0
481,1982,15,Italian Grand Prix,1982-09-12,,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162.0
482,1982,16,Caesars Palace Grand Prix,1982-09-25,,las_vegas,Las Vegas Street Circuit,Nevada,USA,36.1162,-115.174,639.0
